ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_900654225.1_sapFunA,1734004,Saprochaete fungicola,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Saprochaete,Saprochaete fungicola,2019-02-06,149x,,,haploid,Contig,,,20189518,0,0,0,0,0,0,0,0
GCA_900642975.1_sapSuaA,44074,Saprochaete suaveolens,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Saprochaete,Saprochaete suaveolens,2019-02-06,76x,,,haploid,Contig,,,24414705,0,0,0,0,0,0,0,0
GCA_003313825.1_ASM331382v1,155012,Sarcodon aspratus,MG57,Basidiomycota,Agaricomycotina,Agaricomycetes,,Thelephorales,Thelephoraceae,Sarcodon,Sarcodon aspratus,2018-07-11,79x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,31964,5323,35703634,0,0,0,0,0,0,0,0
GCA_003313065.1_ASM331306v1,2175968,Sarcodon sp. MG97,MG97,Basidiomycota,Agaricomycotina,Agaricomycetes,,Thelephorales,Thelephoraceae,Sarcodon,Sarcodon sp. MG97,2018-07-11,116x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,69442,3288,32162182,0,0,0,0,0,0,0,0
GCA_009761415.1_ASM976141v1,1755894,Sarcomyxa edulis,SE1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Sarcomyxa,Sarcomyxa edulis,2019-12-17,150.0x,SMRT portal v. 3.2.0,PacBio RSII,haploid,Contig,,,35651721,0,0,0,0,0,0,0,0
GCA_014462655.1_ASM1446265v1,2733690,Mycena venus,CCC161011,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena venus,2020-09-03,136x,Canu v. 1.8,Oxford Nanopore MinION; Illumina,haploid,Contig,,,162187722,24874,1762.838908096808,171761,198.5607384679875,171761,195.18494885334854,146887,66.08589596084065
GCA_008271525.1_CATAS_Sbra_1.0,1686168,Sarocladium brachiariae,HND5,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium brachiariae,2019-09-04,191.0x,CANU v. 1.3,PacBio Sequel,haploid,Contig,,,31862451,0,0,0,0,0,0,0,0
GCA_001972265.1_JCM_12450_assembly_v001,284135,Sarocladium oryzae,JCM 12450,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium oryzae,2016-12-09,336x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,3262506,47,32403370,0,0,0,0,0,0,0,0
GCF_004355905.1_ASM435590v1,148305,Pyricularia grisea,NI907,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia grisea,2019-03-19,181.0x,AllPaths v. 48123,Illumina HiSeq,haploid,Chromosome,,,44557582,12441,1897.2351097178682,33417,629.9166891103331,32202,531.9666480342836,20965,122.11543047937037
GCA_900290465.1_IMI,5046,Sarocladium strictum,IMI 501407,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium strictum,2018-04-29,40x,,,haploid,Scaffold,1366384,51,33842462,0,0,0,0,0,0,0,0
GCA_003708095.2_ASM370809v2,29835,Saturnispora dispora,NRRL Y-1447,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora dispora,2018-11-20,37x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Scaffold,217078,474,10094013,0,0,0,0,0,0,0,0
GCA_003707255.1_ASM370725v1,297360,Saturnispora hagleri,NRRL Y-27828,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora hagleri,2018-10-31,93x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Scaffold,292512,276,10254017,0,0,0,0,0,0,0,0
GCA_003705365.1_ASM370536v1,324741,Saturnispora mendoncae,NRRL Y-11515,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora mendoncae,2018-10-31,75x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Scaffold,282536,550,9081628,0,0,0,0,0,0,0,0
GCA_003707305.1_ASM370730v1,58634,Saturnispora saitoi,NRRL Y-6671,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora saitoi,2018-10-31,39x,DISCOVAR v. r51885,Illumina HiSeq 2500,haploid,Scaffold,531724,312,9875405,0,0,0,0,0,0,0,0
GCA_003705415.1_ASM370541v1,756769,Saturnispora serradocipensis,NRRL Y-48717,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora serradocipensis,2018-10-31,23x,DISCOVAR v. r51885,Illumina HiSeq 2500,haploid,Scaffold,187244,645,10317717,0,0,0,0,0,0,0,0
GCA_003707315.2_ASM370731v2,52249,Saturnispora silvae,NRRL Y-6725,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora silvae,2018-11-19,24x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Contig,,,9280400,0,0,0,0,0,0,0,0
GCA_003705435.1_ASM370543v1,58635,Saturnispora zaruensis,NRRL Y-7008,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora zaruensis,2018-10-31,119x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Scaffold,1115028,302,9883623,0,0,0,0,0,0,0,0
GCA_000812075.1_ASM81207v1,315946,Scedosporium aurantiacum,WM 09.24,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium aurantiacum,2014-12-31,162.0x,SPAdes assembler followed by REAPR correction v. 3.1.1 (SPAdes) and 1.0.16 (REAPR),Illumina HiSeq,haploid,Scaffold,78269,1584,39890731,0,0,0,0,0,0,0,0
GCA_002221725.1_ScBoyd1.0,5597,Scedosporium boydii,IHEM 23826,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium boydii,2017-07-19,38.0x,SPAdes v. 3.9.0,Illumina MiSeq,haploid,Contig,,,43301991,0,0,0,0,0,0,0,0
GCF_001298625.1_SEUB3.0,1080349,Saccharomyces eubayanus,FM1318,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,2015-11-04,681.6x,AllPaths v. r44837,Illumina HiSeq; Illumina MiSeq,haploid,Chromosome,,,11734173,5685,1427.136323658751,5978,1351.8946135831382,5484,1467.6907366885484,169,215.71005917159763
GCA_002812735.1_ASM281273v1,563467,Scedosporium dehoogii,120008799-01/4,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium dehoogii,2017-12-06,47.0x,SPAdes v. 3.9.0,Illumina MiSeq,haploid,Contig,,,41189046,0,0,0,0,0,0,0,0
GCA_001931805.1_ASM193180v1,2562444,Scedosporium sp. IMV 00882,IMV 00882,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium sp. IMV 00882,2017-01-04,100.0x,MaSuRCA v. 3.1,Illumina HiSeq,haploid,Contig,,,40986545,0,0,0,0,0,0,0,0
GCA_001599395.1_JCM_9837_assembly_v001,1111081,Scheffersomyces lignosus,JCM 9837,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces lignosus,2016-03-01,171x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,1946329,19,16592489,0,0,0,0,0,0,0,0
GCA_018489445.1_ASM1848944v1,45512,Scheffersomyces segobiensis,DSM 27193,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces segobiensis,2021-05-25,394.99x,Velvet v. 1.2.10; SSPACE v. 3.0; GapFiller v. 1-10,Illumina,haploid,Scaffold,370681,226,14817078,0,0,0,0,0,0,0,0
GCA_002118035.1_SsheATY839_1.0,45589,Scheffersomyces shehatae,ATY839,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces shehatae,2017-03-24,500x,GS De Novo Assembler v. 2.8,454 GS FLX+; Illumina MiSeq,haploid,Scaffold,2759450,10,17147083,0,0,0,0,0,0,0,0
GCF_000968595.1_ASM96859v1,68825,Rasamsonia emersonii,CBS 393.64,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia emersonii,2015-04-03,14.5x,Celera Assembler v. SEP-2010,Sanger 3730XL; 454 GS-FLX,haploid,Contig,,,28248805,9843,1709.8995225033018,34647,415.94591162293995,34647,415.94591162293995,24804,97.53519593613933
GCA_002245345.1_ASM224534v1,1751990,Scheffersomyces stambukii,UFMG-CM-Y427,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stambukii,2017-08-09,355.0x,SPAdes v. 3.9.1,Illumina MiSeq; Illumina HiSeq,haploid,Contig,,,13241167,0,0,0,0,0,0,0,0
GCF_002079055.1_ASM207905v1,27291,Saccharomyces paradoxus,CBS432,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus,2017-03-21,112.0x,HGAP v. 2.3.0,PacBio,haploid,Chromosome,,,12092683,5840,1446.839383561644,6078,1380.6237249095097,5785,1446.8566983578219,236,190.95338983050848
GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0,37468,Pisolithus tinctorius,Marx 270,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Pisolithaceae,Pisolithus,Pisolithus tinctorius,2015-02-03,74.0x,Allpaths-LG v. R36892,Illumina,haploid,Scaffold,491489,610,71007534,22832,1265.2672564821303,93177,246.49082928190433,88577,222.3890964923174,70329,84.23900524676876
GCA_001644535.1_Pyrsp1,765867,Pyrenochaeta sp. DS3sAY3a,DS3sAY3a,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta sp. DS3sAY3a,2016-05-18,86.7x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,1273050,69,38501010,15073,1723.8275724805944,41239,582.0641140667815,40295,508.4527360714729,26165,75.66130326772407
GCF_000002495.2_MG8,318829,Pyricularia oryzae,70-15,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,2011-10-14,,,Sanger ABI,haploid,Chromosome,6606598,53,40979121,13053,1977.694706197809,36522,641.949400361426,34947,489.81165765301745,23174,121.98575990333995
GCA_010015805.1_Rhili1,1504668,Rhizodiscina lignyota,CBS 133067,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Aulographales,Rhizodiscinaceae,Rhizodiscina,Rhizodiscina lignyota,2020-01-29,95.9x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,2163113,33,33426352,12838,1520.8992054837202,36302,486.4205553413035,36263,486.84510382483523,23462,79.59508993265706
GCA_002162575.1_ASM216257v1,107426,Sclerotinia glacialis,LMK 743,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia glacialis,2017-05-31,94.0x,ABySS v. 1.3.4,Illumina HiSeq2000,haploid,Scaffold,943420,623,41098534,0,0,0,0,0,0,0,0
GCA_002077065.1_ASM207706v1,1507870,Rachicladosporium antarcticum,CCFEE 5527,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium antarcticum,2017-04-03,41.0x,MaSuRCA v. 2.3.2,Illumina MiSeq,haploid,Scaffold,896820,267,47410550,18857,1652.7842710929629,44552,636.2821646615191,44476,637.2308211170069,25695,109.70655769604981
GCF_900074925.1_version_1,112498,Ramularia collo-cygni,URUG2,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Ramularia,Ramularia collo-cygni,2017-10-29,300x,,,haploid,Scaffold,,,32254922,11544,1497.3914587664588,53637,499.4036579227026,28797,562.7762266902803,17229,70.54083231760404
GCA_012274445.1_FAFU_KC1_1.0,2698418,Sclerotiophoma versabilis,KC1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Sclerotiophoma,Sclerotiophoma versabilis,2020-04-13,229.0x,HGAP v. 4,PacBio Sequel,haploid,Contig,,,41048747,0,0,0,0,0,0,0,0
GCA_011022315.1_ASM1102231v1,27292,Saccharomyces pastorianus,CBS 1483,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus,2020-02-26,72.0x,Canu v. 1.4,Oxford Nanopore MiniION,haploid,Chromosome,,,23034570,11312,1411.7656471004243,12080,1312.6787251655628,11528,1371.7100971547536,768,146.7890625
GCA_017657125.1_ASM1765712v1,561152,Scopulariopsis brevicaulis,MRI360,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis brevicaulis,2021-04-02,73.0x,DNAstar SeqMan NGen v. 17.2,Illumina MiSeq,haploid,Contig,,,33797795,0,0,0,0,0,0,0,0
GCF_019049425.1_ASM1904942v1,45513,Scheffersomyces spartinae,ARV_011,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces spartinae,2021-06-28,94.5x,SPAdes v. MARCH-2021,Illumina NovaSeq,haploid,Contig,,,12132557,5268,1589.8908504176159,6689,1195.736283450441,6466,1234.2737395607794,1421,265.4926108374384
GCA_018467035.1_ASM1846703v1,62139,Scorias spongiosa,HLSS1,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Readerielliopsidaceae,Scorias,Scorias spongiosa,2021-05-24,149.77x,Canu v. 1.5,Oxford Nanopore MinION,haploid,Contig,,,24218186,0,0,0,0,0,0,0,0
GCA_000442015.1_Rozella_k41_t100,281847,Rozella allomycis,CSF55,Cryptomycota,,,,,,Rozella,Rozella allomycis,2013-08-05,400.0x,Velvet v. 1.2.03; Celera Assembler v. 7.0,Illumina HiSeq; PacBio,haploid,Scaffold,58027,1059,11859274,6350,1327.9384251968504,27028,276.6551724137931,26973,275.8178919660401,20678,46.1830447818938
GCF_902498895.1_sapIngB,2606893,Saprochaete ingens,CBS 517.90,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Saprochaete,Saprochaete ingens,2019-09-20,71x,,,haploid,Contig,,,21189208,6475,1917.726640926641,11076,1068.3495846876128,11076,1068.3495846876128,4601,126.98109106715931
GCF_000209165.1_ASM20916v1,4924,Scheffersomyces stipitis,CBS 6054,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis,2007-02-26,,,,haploid,Chromosome,,,15441179,5819,1626.4552328578793,8411,1084.5922006895732,8385,1026.3357185450209,2592,131.88194444444446
GCF_002117355.1_PosplRSB12_1,104341,Postia placenta,MAD-698-R-SB12,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Dacryobolaceae,Postia,Postia placenta,2017-05-03,47x,Newbler v. 2.5,454; Sanger; Illumina,haploid,Scaffold,2104516,549,42452888,12700,1834.155905511811,78324,215.4484959910117,77525,208.37262818445663,65606,97.90650245404383
GCF_000150505.1_SO6,4899,Schizosaccharomyces octosporus,yFS286,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus,2013-07-30,39.0x,Arachne v. Mar 26 06:25:34 EDT 2008,454; Sanger; Illumina,haploid,Scaffold,3863862,5,11634473,5347,1901.1514868150364,10880,896.302205882353,10336,669.7054953560372,5533,74.76757636002169
GCF_000149845.2_SJ5,4897,Schizosaccharomyces japonicus,yFS275,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus,2013-08-16,47.0x,Arachne v. Jun 27 12:46:00 EDT 2006,454,haploid,Scaffold,3866997,32,11733154,5215,1937.3574304889742,10612,912.9509988692047,10070,679.9264150943396,5388,77.16982182628063
GCA_000498155.1_1.0,665115,Shiraia sp. slf14,Slf14,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Shiraiaceae,Shiraia,Shiraia sp. slf14,2013-11-21,55.0x,SOAPdenovo v. 2.0,Illumina HiSeq,haploid,Contig,,,32067383,0,0,0,0,0,0,0,0
GCA_012273805.1_ASM1227380v1,935214,Simplicillium aogashimaense,72-15.1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium aogashimaense,2020-04-13,300.0x,Edena v. 3.131028,Illumina HiSeq,haploid,Scaffold,3194137,22,29247119,0,0,0,0,0,0,0,0
GCF_001661265.1_Saico1,5606,Saitoella complicata,NRRL Y-17804,Ascomycota,Taphrinomycotina,,,,,Saitoella,Saitoella complicata,2016-09-09,52x,Newbler v. 2.5,454; Illumina,haploid,Scaffold,436079,35,14136186,7200,1448.6116666666667,15855,617.8664774519079,15350,581.6481433224756,8655,73.22137492778741
GCA_005059875.1_ASM505987v1,1965284,Rhodotorula sp. CCFEE 5036,CCFEE 5036,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CCFEE 5036,2019-05-02,192.0x,MaSuRCA v. 2.3.2,Illumina MiSeq,haploid,Scaffold,337802,155,19072598,6552,2250.770757020757,43408,258.59353114633245,43289,259.0687934579223,36855,95.5663546330213
GCF_000004155.1_SCY4,866546,Schizosaccharomyces cryophilus,OY26,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces cryophilus,2013-07-31,51.0x,Newbler v. MapAsmResearch-04/19/2010-patch-08/17/2010,454,haploid,Scaffold,1386795,30,11554764,5493,1894.958310577098,11468,872.3269968608301,10882,646.1213931262636,5949,75.95511850731215
GCA_900074885.1_version_1,914237,Rhynchosporium commune,UK7,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium commune,2016-10-26,260x,,,haploid,Scaffold,800985,164,55639110,12351,1523.7691684883814,36424,392.4027564243356,38353,435.48011889552316,65,26.73846153846154
GCF_000002945.1_ASM294v2,4896,Schizosaccharomyces pombe,972h-,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,2007-11-09,,,,haploid,Chromosome,,,12591251,6941,1869.8304278922346,12264,1021.9567025440313,10201,701.9956866973827,5324,82.59015777610819
GCA_001541205.1_Rhosp1,1305733,Rhodotorula sp. JG-1b,JG-1b,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. JG-1b,2016-01-26,133.9x,Allpaths-LG v. R47710,Illumina,haploid,Scaffold,301937,156,19393393,6790,2028.8256259204713,42173,246.60005216607783,42064,247.02130087485736,35383,95.40915128734137
GCA_001445595.3_Rnecatrix_2.0,77044,Rosellinia necatrix,W97,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Rosellinia,Rosellinia necatrix,2017-02-01,160x,"GS De Novo Assembler v. 2.6, AHA, PBJelly","454 GS FLX, Illumina, PacBio RS II",haploid,Scaffold,549874,239,44257831,12734,1546.9174650541856,34472,500.3650208865166,34191,503.64022696031117,21848,112.14106554375687
GCF_002708625.1_Rhimi1_1,58291,Rhizopus microsporus,ATCC 52813,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus microsporus,2017-10-23,143.6x,AllPathsLG v. R41043,Illumina,haploid,Scaffold,1118338,131,25972395,10959,1442.6332694588923,43981,314.00798071894684,43062,286.04110352514977,33020,60.591762568140524
GCA_001600015.1_JCM_11743_assembly_v001,104411,Solicoccozyma phenolica,JCM 11743,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma phenolica,2016-03-01,278x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,969091,71,22263516,0,0,0,0,0,0,0,0
GCA_001600875.1_JCM_24518_assembly_v001,104414,Solicoccozyma terricola,JCM 24518,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola,2016-03-01,152x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1050647,79,24117869,0,0,0,0,0,0,0,0
GCA_014925825.1_Phohig1,2066989,Pholiota molesta,CBS 144467,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Pholiota,Pholiota molesta,2020-10-23,65x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,66044324,18112,1779.6781691696112,110772,231.27073628714837,106977,208.22162707871786,92634,71.43484033940022
GCA_018466975.1_genome,1202976,Sparassis latifolia,Minxiu No.1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Sparassidaceae,Sparassis,Sparassis latifolia,2021-05-25,98.74x,NECAT v. 0.01,Oxford Nanopore,haploid,Chromosome,3306115,22,41412529,0,0,0,0,0,0,0,0
GCA_000497715.1_SpaArb1.0,979894,Spathaspora arborariae,UFMG-19.1A,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora arborariae,2013-11-20,23.0x,Newbler v. 2.6,454,haploid,Scaffold,679206,41,12870582,0,0,0,0,0,0,0,0
GCA_002094185.1_ASM209418v1,1701548,Spathaspora boniae,UFMG-CM-Y306,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora boniae,2017-04-17,657.0x,SPAdes v. 3.9.0,Illumina MiSeq; Illumina HiSeq,haploid,Contig,,,12299465,0,0,0,0,0,0,0,0
GCA_001657455.1_ASM165745v1,1774708,Spathaspora girioi,UFMG-CM-Y302,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora girioi,2016-06-03,37.0x,SPAdes v. 3.5.0,Illumina HiSeq,haploid,Scaffold,74342,2380,14809507,0,0,0,0,0,0,0,0
GCA_001655765.1_ASM165576v1,1852163,Spathaspora gorwiae,UFMG-CM-Y312,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora gorwiae,2016-06-03,15.0x,MaSuRCA v. 3,Illumina HiSeq,haploid,Scaffold,13311,2530,14889443,0,0,0,0,0,0,0,0
GCA_900074905.1_version_1,914238,Rhynchosporium agropyri,04CH-RAC-A.6.1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium agropyri,2016-10-26,820x,,,haploid,Scaffold,303442,508,52477121,13808,1426.718279258401,39367,374.85721543424694,41705,416.20246972785037,66,26.075757575757574
GCA_001655755.1_ASM165575v1,1774706,Spathaspora hagerdaliae,UFMG-CM-Y303,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora hagerdaliae,2016-06-03,28.0x,MaSuRCA v. 3,Illumina HiSeq,haploid,Scaffold,35407,1873,16614112,0,0,0,0,0,0,0,0
GCA_006352295.1_UMAN_Rdio_1.0,5288,Rhodotorula diobovata,UCD-FST 08-225,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata,2019-06-18,31.0x,ABySS v. 2.0.3,Illumina MiSeq; IonTorrent,haploid,Scaffold,118648,361,21142622,8143,2132.2475746039545,47607,291.4023778015838,46585,261.9817537834067,39458,88.4854275432105
GCA_900074895.1_version_1,38038,Rhynchosporium secalis,02CH4-6a.1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium secalis,2016-10-26,150x,,,haploid,Scaffold,113654,2130,49411302,13173,1436.0683215668412,37231,380.7687948215197,39782,420.28867326931777,0,0
GCA_002911495.1_ASM291149v1,1864610,Spathaspora sp. UFMG-CM-Y6060,UFMG-CM-Y6060,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora sp. UFMG-CM-Y6060,2018-02-01,200.0x,SPAdes v. 3.10.1,Illumina MiSeq,haploid,Contig,,,12975008,0,0,0,0,0,0,0,0
